PHA Code,PHA Name,Faircloth Limit
MN009," HRA of BEMIDJI, MINNESOTA",120
MO007," Housing Authority of the City of Columbia, MO",120
MO076, Housing Authority of the City of East Prairie,120
MS057, Mississippi Regional Housing Authority No. VII,120
MS090, The Housing Authority of the City of Senatobia,120
OK032, Housing Authority of the City of Seminole,120
OR005, Housing Authority of Lincoln County,120
SC011, HOUSING AUTHORITY OF LAURENS,120
TN040, Lexington Housing Authority,120
TN073, Portland Housing Authority,120
TX031, Taylor Housing Authority,120
GA144, Housing Authority of the City of Washington,119
GA182, Housing Authority of the City of McDonough,119
MN090," HRA OF RED WING, MINNESOTA",119
MO042, Housing Authority of the City of Portageville,119
TN050, Bolivar Housing Authority,119
TX224, Elsa Housing Authority,119
TX321, Housing Authority of Coleman,119
FL028, HOUSING AUTHORITY OF POMPANO BEACH,118
IN036, Housing Authority of the City of Kendallville,118
KS105, Junction City Housing Authority,118
KY037, Housing Authority of Hickman,118
LA123, Housing Authority of Winnfield,118
MN158, NW MN MULTI0COUNTY HRA,118
MO070, Richmond Housing Authority,118
NE005, Ord Housing Authority,118
OH034, Perry County Metropolitan Housing Authority,118
OR007, Housing Authority of the County of Umatilla,118
TX313, Aransas Pass Housing Authority,118
TX354, Mexia Housing Authority,118
AR175," Housing Authority of the City of Benton, AR",117
GA067, Housing Authority of the City of Dawson,116
LA125, Housing Authority of the Parish of Caldwell,116
MO021, Housing Authority of the City of Potosi,116
MO030, Lee's Summit Housing Authority,116
TN047, Mt. Pleasant Housing Authority,116
TN059, Hohenwald Housing Authority,116
WA020, HA City of Kelso,116
IL068, White County Housing Authority,115
NY057, Greenburgh Housing Authority,115
OH059, Pickaway Metropolitan Housing Authority,115
PA032, The Housing Authority of Montour County,115
GA135, Housing Authority of the City of Hogansville,114
IL082, Housing Authority of the County of JoDaviess,114
NY087, Harrietstown Housing Authority,114
TN078, Oliver Springs Housing Authority,114
KS005, Housing Authority of the City of Colby,112
KY054, Housing Authority of Elizabethtown,112
MA059, Plymouth Housing Authority,112
MS083, The Housing Authority of the City of Amory,112
NY068, Oneonta Housing Authority,112
SC020, HOUSING AUTHORITY OF CHESTER,112
AR022, Housing Authority of the County of Sevier,111
FL019, HOUSING AUTHORITY OF THE CITY OF COCOA,111
FL052, Niceville Housing Authority,111
KY055, Housing Authority of Burkesville,111
MA045, Weymouth Housing Authority,111
MI117, Ionia Housing Commission,111
VA031, Scott County Redev. & Housing Authority,111
WA010, HA City of Anacortes,111
AL009, Housing Authority of the City of Attalla,110
AL064, Housing Authority of the City of Carbon Hill,110
AL175, Housing Authority of the City of Livingston,110
CO025, Housing Authority of the City of Sterling,110
CO048, Englewood Housing Authority,110
CT039, Housing Authority of the Town of West Hartfor,110
GA105, Housing Authority of the City of Greensboro,110
GA145, Housing Authority of the City of Vidalia,110
GA176, Housing Authority of the City of Ellijay,110
KY099, Housing Authority of Franklin,110
LA075, Housing Authority of the Town of Pontchatoula,110
MA026, Northampton Housing Authority,110
MN151, OLMSTED COUNTY HRA,110
MN197, SOUTHEAST MN MULTI0COUNTY HRA,110
TN092, Grundy Housing Authority,110
TX352, Housing Authority of Livingston,110
WA024, HA Of Island County,110
WI207, Eau Claire Housing Authority,110
WV026, Housing Authority of the City of Spencer,110
MI112, Evart Housing Commission,109
MN005," HRA of CHISHOLM, MINNESOTA",109
MN014," HRA of BENSON, MINNESOTA",109
AL164, HA BAY MINETTE,108
KY048, Housing Authority of Monticello,108
MD017, College Park Housing Authority,108
MN184, SCOTT COUNTY COMMUNITY DEVELOPMENT AGENCY,108
OR009, North Bend Housing Authority,108
TX211, Lockhart Housing Authority,108
MI046, Saint Joseph Housing Commission,107
MN212, WASHINGTON COUNTY CDA,107
MO061, Webb City Housing Authority,107
NH014, Exeter Housing Authority,107
AL131," Housing Authority of the City of Prattville, AL",106
CT025, Winchester Housing Authority,106
KY072, Housing Authority of Princeton,106
LA062, Housing Authority of the Town of Bunkie,106
LA070, Housing Authority of the Town of Patterson,106
MO041, Smithville Housing Authority,106
NC024, Mooresville Housing Authority,106
PA076, Northampton County Housing Authority,106
UT011, Housing Authority of Utah County,106
AL091, HA ARAB,105
IL073, Scott County Housing Authority,105
KS068, Leavenworth Housing Authority,105
MA107, North Andover Housing Authority,105
MO111, Housing Authority of the City of Macon,105
MO125, Housing Authority of the City of Bowling Green,105
WI025, City of Edgerton Housing Authority,105
FL027, Housing Authority of the City of Live Oak,104
IL062, Effingham County Housing Authority,104
IN091, Housing Authority of the City of Peru,104
KY044, Housing Authority of Whitesburg,104
MI063, Hancock Housing Commission,104
TX015, Housing Authority of Waxahachie,104
TX038, Housing Authority of Bonham,104
VA026, Williamsburg Redevelopment & Housing Auth.,104
AR037, Housing Authority of the City of Prescott,103
MA159, Auburn Housing Authority,103
MI098, Luna Pier Housing Commission,103
TX336, Housing Authority of Grand Saline,103
GA011, Housing Authority of the City of Decatur,102
KY089, Housing Authority of Shelbyville,102
MI013, Iron Mountain Housing Commission,102
MI037, Roseville Housing Commission,102
MI077, Gladstone Housing Commission,102
MN049," HRA of PIPESTONE, MINNESOTA",102
NY065, Norwich Housing Authority,102
TN090, Lafayette Housing Authority,102
WI024, Manitowoc Housing Authority,102
KS041, Great Bend Housing Authority,101
MI020, Reed City Housing Commission,101
MI072, Romulus Housing Commission,101
MN103," HRA OF HUTCHINSON, MINNESOTA",101
MN163, METROPOLITAN COUNCIL,101
NC067, Robersonville Housing Authority,101
NC167, Northwestern Regional Housing Authority,101
PA056, HOUSING AUTHORITY OF THE CITY OF FRANKLIN,101
WV024, Housing Authority of the City of Dunbar,101
AL074, Housing Authority of Boston,100
AL094, Housing Authority of the City of Georgiana,100
AL145, Housing Authority of the City of Brantley,100
AL172, HA TALLASSEE,100
AL173, HA MONROEVILLE,100
AR012, Arkadelphia Housing Authority,100
AR043, Housing Authority of the City of Dumas,100
AR123, Housing Authority of the City of Augusta,100
AR170, Jacksonville Housing Authority,100
GA127, Housing Authority of the City of Warrenton,100
GA205, Housing Authority of the City of Fort Valley,100
IA042, Centerville Municipal Housing Agency,100
KS037, Wellington Housing Authority,100
KS071, Garden City Housing Authority,100
KS072, Liberal Housing Authority,100
KY083, Housing Authority of Hodgenville,100
KY170, Housing Authority of Todd County,100
LA089, Housing Authority of Homer,100
LA105, Housing Authority of the Town of Rayville,100
MA019, Woburn Housing Authority,100
MA021, Clinton Housing Authority,100
MA099, Saugus Housing Authority,100
MA157, Medway Housing Authority,100
MD008, Housing Authority of the City of Frostburg,100
MI040, Clinton Township Housing Commission,100
MI056, Coldwater Housing Commission,100
MI166, Bay County Housing Department,100
MN042," HRA of LITTLE FALLS, MINNESOTA",100
MO049, Noel Housing Authority,100
MO064, Housing Authority of the City of New Madrid,100
MO065, Chillicothe Housing Authority,100
MO187, Housing Authority of the City of Kirkwood,100
MS110, The Housing Authority of the City of Mound Bayou,100
NC061, Housing Authority of the Town of Beaufort,100
NC062, Waynesville Housing Authority,100
NC068, The New Edenton Housing Authority,100
NC085, Ahoskie Housing Authority,100
NC098, The New Reidsville Housing Authority,100
NE092, Blair Housing Authority,100
NH012, Claremont Housing Authority,100
NJ042, Franklin Housing Authority,100
NJ045, Hightstown Housing Authority,100
NJ064, Haddon Housing Authority,100
NM020, Housing Authority of the City of Truth or Consequences,100
NY058, Wilna Housing Authority,100
OH023, London Metropolitan Housing Authority,100
OH043, Licking Metropolitan Housing Authority,100
OH072, Logan County Metropolitan Housing Authority,100
OK150, Housing Authority of the City of Del City,100
SC029, HOUSING AUTHORITY OF HARTSVILLE,100
SC040, HOUSING AUTHORITY OF WOODRUFF,100
SC053, HOUSING AUTHORITY OF EASLEY,100
SD019, Hot Springs Housing and Redevelopment Commission,100
SD034, Aberdeen Housing & Redevelopment Commission,100
TN031, Milan Housing Authority,100
TN077, Woodbury Housing Authority,100
TX168, Housing Authority of the City of Dayton,100
TX187, Housing Authority of Pineland,100
TX214, Housing Authority of Granbury,100
TX322, Round Rock Housing Authority,100
TX353, Housing Authority of Copperas Cove,100
TX379, Housing Authority of Midland,100
TX406, Housing Authority of the City of Huntsville,100
WI102, DePere Housing Authority,100
WV029, Housing Authority of the City of Piedmont,100
WY003, Rock Springs Housing Authority,100
AL171, UNIONTOWN HOUSING AUTHORITY,99
IA022, City of Iowa City Housing Authority,99
MA037, Fitchburg Housing Authority,99
MA041, Shrewsbury Housing Authority,99
ME019, Bath Housing Authority,99
AL168, Rainsville Housing Authority,98
DE003, Newark Housing Authority,98
GA115, Housing Authority of the City of Clayton,98
LA059, Housing Authority of the City of Breaux Bridge,98
LA097, Housing Authority of the Town of Grambling,98
MI057, Calumet Housing Commission,98
MO028, Housing Authority of the City of Malden,98
NH007, Laconia Housing & Redevelopment Authority,98
NJ033, Woodbridge Housing Authority,98
NY071, Monticello Housing Authority,98
TX291, Housing Authority of Grapevine,98
TX317, Ingleside Housing Authority,98
AL013, Tarrant Housing Authority,97
AL102, Altoona Housing Authority,97
IL060, Housing Authority of Gallatin County,97
MI156, Bedford Township Housing Commission,97
CA070, COUNTY OF PLUMAS HOUSING AUTHORITY,96
KY056, Housing Authority of Springfield,96
MA109, Norwood Housing Authority,96
TX056, Housing Authority of Colorado City,96
TX207, Housing Authority of the City of Clarksville,96
FL119, HA BOCA RATON,95
IL027, Grundy County Housing Authority,95
NJ079, Collingswood Housing Authority,95
OK079, Housing Authority of the City of Waurika,95
AL167, STEVENSON HOUSING AUTHORITY,94
KY025, Housing Authority of Lyon County,94
MI121, Alma Housing Commission,94
MO022, Housing Authority of the City of Steele,94
SD011, Madison Housing and Redevelopment Commission,94
TX326, Yoakum Housing Authority,94
WI214, Dane County Housing Authority,94
MA025, Gloucester Housing Authority,93
MO068, Richland Housing Authority,93
TX075, Housing Authority of Quanah,93
VA034, Lee County Redevelopment & Housing Authority,93
AL129, WALKER COUNTY HOUSING AUTHORITY,92
AR044, Housing Authority of the City of Waldron,92
AR096, Housing Authority of the City of Alma,92
IL070," Housing Authority of the County of Cumberland, IL.",92
IN032, Bloomfield Housing Authority,92
KS025, Lyons Housing Authority,92
LA166, Housing Authority of Natchitoches Parish,92
MA091, Hudson Housing Authority,92
MN057," HRA of GRAND RAPIDS, MINNESOTA",92
TX035, Housing Authority of the City of Bay City,92
MN080," HRA OF WINDOM, MINNESOTA",91
MN107," HRA OF DETROIT LAKES, MINNESOTA",91
OK096, Housing Authority of the City of Wewoka,91
AL116, YORK HOUSING AUTHORITY,90
AL181, EVERGREEN HOUSING AUTHORITY,90
CA017, Housing Authority of the City of Riverbank,90
CA032, Housing Authority of the City of Port Hueneme,90
GA163, Housing Authority of the City of Jefferson,90
GA181, Housing Authority of the City of Wrightsville,90
IL081, Carroll County Housing Authority,90
KS039, Paola Housing Authority,90
LA082, Housing Authority of the Town of Merryville,90
LA122, HOUSING AUTHORITY OF THE TOWN OF COLFAX,90
ME001, Van Buren Housing Authority,90
MI012, Bessemer Housing Commission,90
MO052, Housing Authority of the City of Salem,90
MS062, The Housing Authority of the City of Holly Springs,90
NE153, Douglas County Housing Authority,90
NJ020, Burlington Housing Authority,90
NJ046, Red Bank Housing Authority,90
NM033, Housing Authority of the City of Tucumcari,90
NY035, Town of Huntington Housing Authority,90
NY081, Tupper Lake Housing Authority,90
TN045, Millington Housing Authority,90
TX049, Housing Authority of Pittsburg,90
TX069, Housing Authority of DeLeon,90
TX070, Housing Authority of Ennis,90
TX179, Housing Authority of Post,90
TX186, Housing Authority of the City of Nocona,90
WV021, Housing Authority of the City of St. Albans,90
FL053, Milton Housing Authority,89
GA185, Housing Authority of the City of Jackson,89
GA198, Housing Authority of the City of Colquitt,89
IL069," Housing Authority of the County of Clark, IL.",89
MI023, Greenville Housing Commission,89
MI124, Saranac Housing Commission,89
MI168, Ingham County Housing Commission,89
NE095, Falls City Housing Authority,89
AL134," Housing Authority of the Town of Blountsville, AL",88
AL165, HA FOLEY,88
AR052, Clarendon Housing Authority,88
AR075, Housing Authority of the City of Leachville,88
FL038, Chipley Housing Authority,88
GA241, Housing Authority of the City of McCaysville,88
KY086, HA of Lawrence County,88
LA069, Housing Authority of the Town of Kinder,88
MI047, Grayling Housing Commission,88
MI180, New Haven Housing Commission,88
ND013, Ramsey County Housing Authority,87
TX042, Housing Authority of Cisco,87
AR080, Housing Authority of the City of Manila,86
CO011, Fort Morgan Housing Authority,86
CO031, La Junta Housing Authority,86
CO035, Housing Authority of the City of Greeley,86
GA089, Housing Authority of the City of Hawkinsville,86
GA142, Housing Authority of the City of Millen,86
IA124, Area XV Multi0County Housing Agency,86
LA026, Housing Authority of Kaplan,86
ME018, Old Town Housing Authority,86
MI050, Baldwin Housing Commission,86
MI120, Dowagiac Housing Commission,86
MN072," BRECKENRIDGE HRA OF BRECKENRIDGE, Minnesota",86
MN078," HRA OF HOPKINS, MINNESOTA",86
MO078, Housing Authority of the City of Cameron,86
MT006, Richland County Housing Authority,86
NY026, North Tarrytown Housing Authority,86
PA069, HOUSING AUTHORITY OF THE COUNTY OF BLAIR,86
TX043, Housing Authority of Ranger,86
TX164, Mathis Housing Authority,86
TX182, Housing Authority of Rotan,86
TX225, Housing Authority of the City of Woodville,86
TX266, Smithville Housing Authority,86
WI028, Monroe Housing Authority,86
WI213," Housing Authority of Winnebago County, WI",86
AZ009, Housing Authority of Maricopa County,85
KY078, Housing Authority of Eminence,85
MO223, Housing Authority of the City of Hayti Heights,85
NE117, Broken Bow Housing Authority,85
NJ062, Cape May Housing Authority,85
NJ069, Freehold Housing Authority,85
SD043, Watertown Housing and Redevelopment Commission,85
TX039, Housing Authority of Breckenridge,85
WV010, Housing Authority of the City of Keyser,85
AL177, HA TROY,84
AR055, Housing Authority of the City of Dardanelle,84
FL026, HOUSING AUTHORITY OF BARTOW,84
IL118, Hamilton County Housing Authority,84
IN037, Mount Vernon Housing Authority,84
KS055, Housing Authority of the City of Goodland,84
KY064, Housing Authority of Columbia,84
NC030, Housing Programs of the Town of Murphy,84
NC033, Spruce Pine Housing Authority,84
NE104, Columbus Housing Authority,84
OK025, Housing Authority of the Town of Antlers,84
OK137, Housing Authority of the Choctaw Electric Cooperat,84
TX076, Housing Authority of Cooper,84
TX174, Sinton Housing Authority,84
TX282, Housing Authority of Kirbyville,84
TX283, Housing Authority of Gatesville,84
WV013, Housing Authority of the City of Buckhannon,84
MO218, Housing Authority of the City of Pagedale,83
MO075, Brookfield Housing Authority,82
MS081, The Housing Authority of the City of Sardis,82
NC043, Troy Housing Authority,82
OK020, Housing Authority of the City of Coalgate,82
TX080, Housing Authority of Anson,82
TX381, La Grange Housing Authority,82
KY096, Housing Authority of Knott County,81
ME002, Fort Fairfield Housing Authority,81
MN026," HRA of MONTEVIDEO, MINNESOTA",81
MN031," HRA of ST. JAMES, MINNESOTA",81
NE010, Lexington Housing Authority,81
TX300, Carrizo Springs Housing Authority,81
AL138, GORDO HOUSING AUTHORITY,80
AL156, Housing Authority of the City of Brewton,80
AR069, Housing Authority of the City of Rector,80
CA015, City of South San Francisco Housing Authority,80
CO034, Loveland Housing Authority,80
FL031, Housing Authority of the City of Marianna,80
FL065, Macclenny Housing Authority,80
FL105, MANATEE COUNTY HOUSING AUTHORITY,80
FL125, Columbia County Housing Authority,80
GA152, Housing Authority of the City of Sylvania,80
GA172, Housing Authority of the City of Homerville,80
GA208, Housing Authority of the City of Vienna,80
GA224, Housing Authority of the City of Greenville,80
GA254, Housing Authority of the City of Bremen,80
LA088, Housing Authority of Vivian,80
LA106, Housing Authority of the City of DeQuincy,80
MI061, Saint Louis Housing Commission,80
MI068, Negaunee Housing Commission,80
MI084, Boyne City Housing Commission,80
MN023," HRA OF INTERNATIONAL FALLS, MINNESOTA",80
MN073," HRA OF CLOQUET, MINNESOTA",80
MN169, GRANT COUNTY HRA,80
MO062, Neosho Housing Authority,80
MO067, Bethany Housing Authority,80
MS096, The Housing Authority of the City of Pontotoc,80
MS111, The Housing Authority of the City of Forest,80
NC063, The New Randleman Housing Authority,80
NJ076, Newton Housing Authority,80
NY032, Catskill Housing Authority,80
OK008, Housing Authority of the City of Anadarko,80
OK067, Housing Authority of the City of Stilwell,80
SD047, Meade County Housing and Redevelopment Commission,80
TX194, Housing Authority of Childress,80
TX286, Housing Authority of Memphis,80
TX332, Housing Authority of the City of Pearsall,80
TX531, Atlanta Property Management,80
TX538, El Paso County Housing Authority,80
VT002, Brattleboro Housing Authority,80
WA030, HA City of Sedro Woolley,80
WI076, Watertown Housing Authority,80
WV020, Housing Authority of the City of Elkins,80
WY013, Evanston Housing Authority,80
FL058, TARPON SPRINGS HOUSING AUTHORITY,79
GA179, Housing Authority of the City of Buena Vista,79
IA011, Low Rent Housing Agency Of Sioux Center,79
IA019, Shenandoah Low Rent Housing Agency,79
TX050, Housing Authority of Henderson,79
AL106, Pell City Housing Authority,78
CA139, Housing Authority of the City of Lomita,78
GA157, Housing Authority of the City of Louisville,78
IL028, Menard County Housing Authority,78
KS027, Russell Housing Authority,78
LA108, Housing Authority of the Town of Oil City,78
MN076," HRA OF WARREN, MINNESOTA",78
MO046, Marceline Housing Authority,78
MO179, Housing Authority of the City of Vandalia,78
NC176, Bladen Housing Authority,78
NE094, York Housing Authority,78
OK089, Housing Authority of the City of Hobart,78
TX396, Starr County Housing Authority,78
CO058, Adams County Housing Authority,77
IL063, Housing Authority of Johnson County,77
MA067, Lexington Housing Authority,77
NE012, Nebraska City Housing Authority,77
AL144, HA ASHFORD,76
CT032, Windsor Locks Housing Authority,76
GA233, Housing Authority of the City of Franklin,76
IA016, Chariton Housing Authority,76
KS010, Seneca Housing Authority,76
KS033, Minneapolis Housing Authority,76
KY067, Housing Authority of Horse Cave,76
MA118, Danvers Housing Authority,76
MI029, Wayne Housing Commission,76
MN019, North Mankato Housing and Redevelopment Autho,76
MN027, THIEF RIVER FALLS HOUSING & REDEVELOPMENT AUT,76
MN048," HRA of LUVERNE, MINNESOTA",76
MO038, Osceola Housing Authority,76
MO110, Higginsville Housing Authority,76
MS075, The Housing Authority of the City of Iuka,76
NC089, Bladenboro Housing Authority,76
NY038, Mount Kisco Housing Authority,76
RI014, Burrillville Housing Authority,76
TX350, Schertz Housing Authority,76
WI049, Marinette Housing Authority,76
CA041, CITY OF BENICIA HSG AUTH,75
CO040, Delta Housing Authority,75
GA188, Housing Authority of the City of Lithonia,75
ID005, Housing Authority of the City of Pocatello,75
IL096, Housing Authority of the County of Richland,75
KY042, Housing Authority of Cadiz,75
MI142, Dundee Housing Commission,75
MN021, CROOKSTON HOUSING AND EDA,75
MN167, BLUE EARTH COUNTY EDA,75
MO025, Housing Authority of the City of Clarkton,75
MO090, Housing Authority of the City of Mansfield,75
NC174, Vance County Housing Authority,75
NY099, Port Jervis Housing Authority,75
NY144, Village of Great Neck Housing Authority,75
TX102, Housing Authority of McGregor,75
TX120, Housing Authority of the City of Munday,75
VA018, Franklin Redevelopment and Housing Authority,75
WI044, Oconto Housing Authority,75
WV042, Housing Authority of Boone County,75
AL178, Housing Authority of the City of Dadeville,74
AR071, Housing Authority of the City of Batesville,74
GA246, Housing Authority of the City of Fort Oglethorpe,74
IA034, Clarinda Low Rent Housing Agency,74
IN067, Knox County Housing Authority,74
MI094, Munising Housing Commission,74
MN089," HRA OF JACKSON, MINNESOTA",74
NJ047, Carteret Housing Authority,74
NJ052, Boonton Housing Authority,74
TN051, Parsons0Decaturville Housing Authority,74
TX047, Housing Authority of Dublin,74
TX191, Taft Housing Authority,74
TX318, Housing Authority of Marfa,74
TX457, Housing Authority of Marshall,74
WI043, Kaukauna Housing Authority,74
KY073, Housing Authority of Liberty,73
SD020, Sisseton Housing & Redevelopment Commission,73
TN081, Erwin Housing Authority,73
TX455, Housing Authority of Odessa,73
AL079, Housing Authority of the Town of Montevallo,72
GA195, Housing Authority of the City of Tennille,72
KY081, Housing Authority of McCreary County,72
LA046, Housing Authority of the Town of Vinton,72
NE026, Burwell Housing Authority,72
TX064, Alamo Housing Authority,72
TX066, Electra Housing Authority,72
TX106, Housing Authority of Daingerfield,72
TX147, Kenedy Housing Authority,72
TX311, Housing Authority of Whitesboro,72
TX383, Housing Authority of San Augustine,72
CO036, Littleton Housing Authority,71
MI069, Sturgis Housing Commission,71
MN043," HRA of PARK RAPIDS, MINNESOTA",71
MN046," HRA of ST. PETER, MINNESOTA",71
NJ018, Beverly Housing Authority,71
OH041, Athens Metropolitan Housing Authority,71
TX162, Housing Authority of Clarendon,71
AL151, Housing Authority of the City of Brent,70
AL179, Housing Authority of the City of Daleville,70
AR039, Wynne Housing Authority,70
AR113, Housing Authority of the City of Heber Springs,70
CO041, Fort Collins Housing Authority,70
FL045, HOUSING AUTHORITY OF THE CITY OF STUART,70
GA025, Housing Authority of the City of Cedartown,70
GA118, Housing Authority of the County of Stewart,70
GA147, Housing Authority of the City of Social Circle,70
GA223, Housing Authority of the City of Roberta,70
KS065, Lindsborg Housing Authority,70
KY070, Housing Authority of Central City,70
KY091, Housing Authority of Benton,70
MI090, Iron River Housing Commission,70
MI095, Gladwin City Housing Commission,70
MI107, Houghton Housing Commission,70
MI114, Algonac Housing Commission,70
MO006, Housing Authority of the City of St. Charles,70
MO040, Housing Authority of the City of Houston,70
MO107, Carrollton Housing Authority,70
MS121, The Housing Authority of the City of Itta Bena,70
NJ073, Borough of Clementon Housing Authority,70
NM024, Housing Authority of the Town of Bayard,70
OK048, Housing Authority of the City of Holdenville,70
OR016, Housing Authority of Yamhill County,70
PA083, Columbia County Housing Authority,70
RI012, South Kingstown Housing Authority,70
TN028, Manchester Housing Authority,70
TN030, Waverly Housing Authority,70
TN056, Livingston Housing Authority,70
TN072, South Carthage Housing Authority,70
TX079, Housing Authority of the City of Killeen,70
TX093, Housing Authority of Honey Grove,70
TX198, Housing Authority of Cleveland,70
TX210, Devine Housing Authority,70
TX257, Housing Authority of Slaton,70
TX395, Port Lavaca Housing Authority,70
WI060, River Falls Housing Authority,70
MI091, Kingsford Housing Commission,69
MS301, Bay Waveland Housing Authority,69
AL154, HA ATMORE,68
AR054, Housing Authority of the City of Wilson,68
AR064, Housing Authority of the City of Earle,68
GA084, Housing Authority of the City of McRae,68
GA206, Housing Authority of the City of Chatsworth,68
LA076, Housing Authority of Ferriday,68
MA046, Barnstable Housing Authority,68
MN008," HRA of FERGUS FALLS, MINNESOTA",68
ND003, Rolette County Housing Authority,68
NE120, Gothenburg Housing Authority,68
TX077, Housing Authority of Ballinger,68
TX086, Housing Authority of Wortham,68
TX329, Housing Authority of the City of Winters,68
TX408, Housing Authority of the City of Monahans,68
GA283, TRI0CITY HOUSING AUTHORITY,67
MS070, The Housing Authority of the City of Okolona,67
PA020, MERCER COUNTY HOUSING AUTHORITY,67
TX121, Housing Authority of Naples,67
TX169, Housing Authority of Comanche,67
TX272, Housing Authority of Alto,67
AL157, Housing Authority of the City of Greensboro,66
AR112, Housing Authority of the City of Marmaduke,66
GA193, Housing Authority of the City of Madison,66
KY093, Housing Authority of Morganfield,66
KY147, Housing Authority of McKee,66
KY158, Housing Authority of Dry Ridge,66
LA128, Housing Authority of Vernon Parish,66
MI104, Lake Linden Housing Commission,66
MO071, Aurora Housing Authority,66
TX192, Housing Authority of Gorman,66
CO072, Jefferson County Housing Authority,65
KS011, Horton Housing Authority,65
MA069, Milford Housing Authority,65
MS085, The Housing Authority of the City of Baldwyn,65
PA073, The Wyoming Co Housing & Redevelopment Auth,65
WI063, Wausaukee Housing Authority,65
AL090, PHIL CAMPBELL HOUSING AUTHORITY,64
GA162, Housing Authority of the City of Edison,64
IL104, Woodford County Housing Authority,64
KY122, Housing Authority of Beaver Dam,64
NY103, Ellenville Housing Authority,64
OK118, Housing Authority of the Town of Fort Gibson,64
TX095, Housing Authority of Rockwall,64
WI031, Wausau Community Development Authority,64
WV028, Housing Authority of the City of Weston,64
AL147, Housing Authority of the City of Bridgeport,63
MN176, BIG STONE COUNTY HRA,63
OK148, Housing Authority of the City of Tecumseh,63
TX223, Housing Authority of Newton,63
TX275, Housing Authority of Seagraves,63
WA041, HA Of Whatcom County,63
WI041, Lake Mills Housing Authority,63
WI048, New London Housing Authority,63
AL076, HACKLEBURG HOUSING AUTHORITY,62
IA014, Low Rent Housing Agency Of Onawa,62
IL099, Housing Authority of the County of Brown,62
KS015, North Newton Housing Authority,62
KS029, Augusta Housing Authority,62
KY052, Housing Authority of Lancaster,62
MI052, Saint Clair Housing Commission,62
MI053, Allen Park Housing Commission,62
MI182, Charlevoix Housing Commission,62
TN049, Savannah Housing Authority,62
TX204, Housing Authority of Santa Anna,62
WI046, Richland Center Housing Authority,62
WI086, Jefferson Housing Authority,62
CA058, BERKELEY HOUSING AUTHORITY,61
GA191, Housing Authority of the City of Union Point,61
MA123, Webster Housing Authority,61
MN018," HRA of WADENA, MINNESOTA",61
MN070," HRA OF LITCHFIELD, MINNESOTA",61
MN075, HRA OF STAPLES,61
MS117, The Housing Authority of Attala County,61
OK086, Housing Authority of the Town of Stratford,61
OK149, Housing Authority of the City of Pauls Valley,61
WI042, Hudson Housing Authority,61
WI072, Clintonville Housing Authority,61
AL055, HA CORDOVA,60
AL066, Housing Authority of Reform,60
AL078, Housing Authority of the Town of Berry,60
AL083, Collinsville Housing Authority,60
AL108, Ragland Housing Authority,60
AL133, Housing Authority of the Town of Hobson City,60
AR072, Housing Authority of the City of Parkin,60
FL040, Housing Authority of the City of Eustis,60
GA088, Housing Authority of the City of Adel,60
GA211, Housing Authority of the City of Lincolnton,60
IL034, Housing Authority of the County of Ford,60
IL128, Housing Authority of Piatt County,60
IL131, Mercer County Housing Authority,60
KS008, Holton Housing Authority,60
KS069, Neodesha Housing Authority,60
KY085, Housing Authority of Providence,60
KY090, Housing Authority of Berea,60
LA071, Housing Authority of the Town of Cottonport,60
LA113, Housing Authority of the Town of New Roads,60
LA231, Housing Authority of the Town of Iowa,60
MD011, Glenarden Housing Authority,60
MD012, Havre de Grace Housing Authority,60
MI042, Ontonagon Housing Commission,60
MI103, Hillsdale Housing Commission,60
MN024," HRA of TWO HARBORS, MINNESOTA",60
MN036," HRA of REDWOOD FALLS, MINNESOTA",60
MN040," HRA of TRACY, MINNESOTA",60
MN087," HRA OF WASECA, MINNESOTA",60
MN096," HRA OF COOK, MINNESOTA",60
MN182, STEVENS COUNTY HRA,60
MO024, Housing Authority of the City of Bernie,60
MS059, The Housing Authority of the City of West Point,60
MT007, Housing Authority of Glasgow,60
NC045, Hot Springs Housing Authority,60
NE030, Fairbury Housing Authority,60
NE074, Plattsmouth Housing Authority,60
OH066, Morgan Metropolitan Housing Authority,60
OH073, PARMA PUBLIC HOUSING AGENCY,60
OK106, Housing Authority of the City of Langston,60
TN074, Erin Housing Authority,60
TX059, Housing Authority of Center,60
TX060, Housing Authority of the City of Mineola,60
TX068, Housing Authority of Overton,60
TX084, Housing Authority of Paducah,60
TX167, Housing Authority of Stamford,60
TX208, Pleasanton Housing Authority,60
TX235, Housing Authority of Bangs,60
TX236, Poteet Housing Authority,60
TX295, Housing Authority of the City of Grapeland,60
TX298, Housing Authority the City of Mineral Wells,60
TX335, Cotulla Housing Authority,60
TX348, Housing Authority of Huntington,60
TX380, Housing Authority of Rockdale,60
TX492, Housing Authority of Jasper,60
VT008, Montpelier Housing Authority,60
WI008, South Milwaukee Housing Auth.,60
WI077, Thorp Housing Authority,60
WI166, Trempealeau County Housing Authority,60
WV039, Housing Authority of Raleigh County,60
WV044, Housing Authority of the City of Romney,60
AR079, Housing Authority of the City of Luxora,59
KY177, Housing Authority of Salyersville/Magoffin Co.,59
MN082," HRA OF CROSBY, MINNESOTA",59
NE023, Schuyler Housing Authority,59
NE028, Pawnee City Housing Authority,59
NE141, Alliance Housing Authority,59
NJ068, Dover Housing Authority,59
OK031, Housing Authority of the City of Wetumka,59
